epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,3912.8,1.91904,1.3653,1.02711,0,0,0,0,5.69554,8.35551,1.53017,0.0007328,0.0007328,0.0007328
34,4030.52,1.91765,1.28503,0.98018,0.00059,0.07143,0.00114,0.00011,4.61223,9.63015,1.25054,0.0006932,0.0006932,0.0006932
35,4147.86,1.85328,1.23859,1.0057,0,0,0,0,6.24388,9.48152,1.76083,0.0006536,0.0006536,0.0006536
36,4278.48,1.85839,1.22295,0.98086,0,0,0,0,6.08121,7.97507,1.72216,0.000614,0.000614,0.000614
37,4411.34,1.82132,1.2184,0.97353,0,0,0,0,5.93016,9.6189,1.61782,0.0005744,0.0005744,0.0005744
38,4533.28,1.82393,1.20528,1.00448,0,0,0,0,5.8452,11.9505,1.52991,0.0005348,0.0005348,0.0005348
39,4652.08,1.81173,1.1622,0.96655,0.00126,0.07143,0.00089,9e-05,5.36716,9.05282,1.38154,0.0004952,0.0004952,0.0004952
40,4769.99,1.75826,1.11965,0.94955,0,0,0,0,5.06703,7.83106,1.36477,0.0004556,0.0004556,0.0004556
41,4893.61,1.7513,1.24674,0.96719,0,0,0,0,5.71616,7.3222,1.58383,0.000416,0.000416,0.000416
42,5012.33,1.72074,1.17881,0.95148,0,0,0,0,5.60058,7.40971,1.54001,0.0003764,0.0003764,0.0003764
43,5130.95,1.73461,1.13775,0.97479,0,0,0,0,5.99867,7.9064,1.72358,0.0003368,0.0003368,0.0003368
44,5256.13,1.68865,1.14722,0.97219,0,0,0,0,6.00192,8.21823,1.74447,0.0002972,0.0002972,0.0002972
45,5385.48,1.72359,1.13411,0.95664,0,0,0,0,5.9253,7.01201,1.62891,0.0002576,0.0002576,0.0002576
46,5507.86,1.68467,1.1175,0.99311,0,0,0,0,5.80749,7.0154,1.56663,0.000218,0.000218,0.000218
47,5626.28,1.66415,1.11081,0.9605,0,0,0,0,5.59143,6.95699,1.50231,0.0001784,0.0001784,0.0001784
48,5745.08,1.63196,1.10666,0.95169,0,0,0,0,5.76552,7.02143,1.55065,0.0001388,0.0001388,0.0001388
49,5863.75,1.65447,1.04539,0.9711,0,0,0,0,5.76815,7.03434,1.53505,9.92e-05,9.92e-05,9.92e-05
50,5981.37,1.65774,1.08922,0.97247,0,0,0,0,5.80571,7.04306,1.54707,5.96e-05,5.96e-05,5.96e-05
